"Record_number","Study_midyear","YearsOfData","Latitude","Longitude","Site_name","Study_number","Elevation","Biome","Ecosystem_state","Ecosystem_type","Leaf_habit","MAT","MAP","Meas_method","Partition_method","Stage","Rs_annual","Rh_annual","Ra_annual","Manipulation","Soil_BD","Soil_CN","Soil_sand","Soil_silt","Soil_clay","Ecosystem_type2","Outlier_rh","Outlier_ra","Mean.Temp.","Mean.Precip.","delta.Mean.Temp.","delta.Mean.Precip."
214,1998,1,42.53,-72.18,"Harvard Forest-Prospect Hill-MD1",1891,340,"Temperate","Natural","Forest","Deciduous",8.5,1050,"IRGA","","Mature",810,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,0.941111111111111,1179.91666666667,-4.35850159554169,186.375326357198
215,1998,1,42.53,-72.18,"Harvard Forest-Prospect Hill-MD2",1891,340,"Temperate","Natural","Forest","Deciduous",8.5,1050,"IRGA","","Mature",710,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,0.941111111111111,1179.91666666667,-4.35850159554169,186.375326357198
216,1998,1,42.53,-72.18,"Harvard Forest-Prospect Hill-VPD",1891,340,"Temperate","Natural","Forest","Deciduous",8.5,1050,"IRGA","","Mature",400,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,0.941111111111111,1179.91666666667,-4.35850159554169,186.375326357198
217,1998,1,45.2,-68.73,"Howland-WD",1891,80,"Temperate","Natural","Forest","Evergreen",5.5,1000,"IRGA","","Mature",890,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,1.5475,1179.91666666667,-3.7521127066528,186.375326357198
218,1998,1,45.2,-68.73,"Howland-MWD1",1891,80,"Temperate","Natural","Forest","Evergreen",5.5,1000,"IRGA","","Mature",840,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,1.5475,1179.91666666667,-3.7521127066528,186.375326357198
219,1998,1,45.2,-68.73,"Howland-MWD2",1891,80,"Temperate","Natural","Forest","Evergreen",5.5,1000,"IRGA","","Mature",680,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,1.5475,1179.91666666667,-3.7521127066528,186.375326357198
220,1998,1,45.2,-68.73,"Howland-VPD1",1891,80,"Temperate","Natural","Forest","Evergreen",5.5,1000,"IRGA","","Mature",550,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,1.5475,1179.91666666667,-3.7521127066528,186.375326357198
221,1998,1,45.2,-68.73,"Howland-VPD2",1891,80,"Temperate","Natural","Forest","Evergreen",5.5,1000,"IRGA","","Mature",410,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,1.5475,1179.91666666667,-3.7521127066528,186.375326357198
222,1999,1,42.53,-72.18,"Harvard Forest-Prospect Hill-WD1",1891,340,"Temperate","Natural","Forest","Deciduous",8.5,1050,"IRGA","","Mature",620,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,13.5011111111111,1067.4,8.20149840445831,73.8586596905318
223,1999,1,42.53,-72.18,"Harvard Forest-Prospect Hill-WD2",1891,340,"Temperate","Natural","Forest","Deciduous",8.5,1050,"IRGA","","Mature",440,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,13.5011111111111,1067.4,8.20149840445831,73.8586596905318
224,1999,1,42.53,-72.18,"Harvard Forest-Prospect Hill-MD1",1891,340,"Temperate","Natural","Forest","Deciduous",8.5,1050,"IRGA","","Mature",460,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,13.5011111111111,1067.4,8.20149840445831,73.8586596905318
225,1999,1,42.53,-72.18,"Harvard Forest-Prospect Hill-MD2",1891,340,"Temperate","Natural","Forest","Deciduous",8.5,1050,"IRGA","","Mature",410,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,13.5011111111111,1067.4,8.20149840445831,73.8586596905318
227,1999,1,45.2,-68.73,"Howland-WD",1891,80,"Temperate","Natural","Forest","Evergreen",5.5,1000,"IRGA","","Mature",900,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,3.261,953.583333333333,-2.0386127066528,-39.9580069761349
228,1999,1,45.2,-68.73,"Howland-MWD1",1891,80,"Temperate","Natural","Forest","Evergreen",5.5,1000,"IRGA","","Mature",830,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,3.261,953.583333333333,-2.0386127066528,-39.9580069761349
229,1999,1,45.2,-68.73,"Howland-MWD2",1891,80,"Temperate","Natural","Forest","Evergreen",5.5,1000,"IRGA","","Mature",660,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,3.261,953.583333333333,-2.0386127066528,-39.9580069761349
230,1999,1,45.2,-68.73,"Howland-VPD1",1891,80,"Temperate","Natural","Forest","Evergreen",5.5,1000,"IRGA","","Mature",540,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,3.261,953.583333333333,-2.0386127066528,-39.9580069761349
231,1999,1,45.2,-68.73,"Howland-VPD2",1891,80,"Temperate","Natural","Forest","Evergreen",5.5,1000,"IRGA","","Mature",490,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,3.261,953.583333333333,-2.0386127066528,-39.9580069761349
262,1999,1,45.8,-90.12,"Chequamegon-NH",2532,NA,"Temperate","Natural","Forest","Deciduous",4.1,800,"IRGA","","Mature",867,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,1.875,862.75,-3.4246127066528,-130.791340309468
263,1999,1,45.8,-90.12,"Chequamegon-MA",2532,NA,"Temperate","Natural","Forest","Deciduous",4.1,800,"IRGA","","Mature",1097,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,1.875,862.75,-3.4246127066528,-130.791340309468
264,1999,1,45.8,-90.12,"Chequamegon-IA",2532,NA,"Temperate","Natural","Forest","Deciduous",4.1,800,"IRGA","","Mature",878,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,1.875,862.75,-3.4246127066528,-130.791340309468
265,2000,1,45.8,-90.12,"Chequamegon-NH",2532,NA,"Temperate","Natural","Forest","Deciduous",4.1,800,"IRGA","","Mature",903,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,2.65636363636364,849.916666666667,-2.64324907028916,-143.624673642802
266,2000,1,45.8,-90.12,"Chequamegon-MA",2532,NA,"Temperate","Natural","Forest","Deciduous",4.1,800,"IRGA","","Mature",1131,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,2.65636363636364,849.916666666667,-2.64324907028916,-143.624673642802
267,2000,1,45.8,-90.12,"Chequamegon-IA",2532,NA,"Temperate","Natural","Forest","Deciduous",4.1,800,"IRGA","","Mature",905,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,2.65636363636364,849.916666666667,-2.64324907028916,-143.624673642802
268,2001,1,45.8,-90.12,"Chequamegon-NH",2532,NA,"Temperate","Natural","Forest","Deciduous",4.1,800,"IRGA","","Mature",970,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,4.10555555555556,895,-1.19405715109724,-98.5413403094683
269,2001,1,45.8,-90.12,"Chequamegon-MA",2532,NA,"Temperate","Natural","Forest","Deciduous",4.1,800,"IRGA","","Mature",1194,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,4.10555555555556,895,-1.19405715109724,-98.5413403094683
270,2001,1,45.8,-90.12,"Chequamegon-IA",2532,NA,"Temperate","Natural","Forest","Deciduous",4.1,800,"IRGA","","Mature",952,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,4.10555555555556,895,-1.19405715109724,-98.5413403094683
271,2002,1,45.8,-90.12,"Chequamegon-NH",2532,NA,"Temperate","Natural","Forest","Deciduous",4.1,800,"IRGA","","Mature",809,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,2.295,849.916666666667,-3.0046127066528,-143.624673642802
272,2002,1,45.8,-90.12,"Chequamegon-MA",2532,NA,"Temperate","Natural","Forest","Deciduous",4.1,800,"IRGA","","Mature",1043,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,2.295,849.916666666667,-3.0046127066528,-143.624673642802
273,2002,1,45.8,-90.12,"Chequamegon-IA",2532,NA,"Temperate","Natural","Forest","Deciduous",4.1,800,"IRGA","","Mature",837,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,2.295,849.916666666667,-3.0046127066528,-143.624673642802
274,1999,1,60.75,89.38,"Yenisei-200ld",2150,NA,"Boreal","Natural","Forest","Evergreen",3.7,493,"IRGA","","Mature",281,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,-0.695,198.666666666667,-5.9946127066528,-794.874673642802
275,2000,1,60.75,89.38,"Yenisei-200ld",2150,NA,"Boreal","Natural","Forest","Evergreen",3.7,493,"IRGA","","Mature",277,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,8.40454545454545,447.5,3.10493274789266,-546.041340309468
276,2004.5,1.5,45.37,127.53,"Maoershan ERS-Oak",3653,300,"Temperate","Natural","Forest","Deciduous",2.8,700,"IRGA","Exclusion","Mature",785,261,524,"None",NA,NA,NA,NA,NA,"Forest",0,0,1.48666666666667,435.75,-3.81294603998613,-557.791340309468
277,2004.5,1.5,45.37,127.53,"Maoershan ERS-Aspen",3653,300,"Temperate","Natural","Forest","Deciduous",2.8,700,"IRGA","Exclusion","Mature",813,187,626,"None",NA,NA,NA,NA,NA,"Forest",0,0,1.48666666666667,435.75,-3.81294603998613,-557.791340309468
278,2004.5,1.5,45.37,127.53,"Maoershan ERS-DecidMix",3653,300,"Temperate","Natural","Forest","Deciduous",2.8,700,"IRGA","Exclusion","Mature",786,301,485,"None",NA,NA,NA,NA,NA,"Forest",0,0,1.48666666666667,435.75,-3.81294603998613,-557.791340309468
279,2004.5,1.5,45.37,127.53,"Maoershan ERS-Hardwood",3653,300,"Temperate","Natural","Forest","Deciduous",2.8,700,"IRGA","Exclusion","Mature",781,245,536,"None",NA,NA,NA,NA,NA,"Forest",0,0,1.48666666666667,435.75,-3.81294603998613,-557.791340309468
280,2004.5,1.5,45.37,127.53,"Maoershan ERS-Pine",3653,300,"Temperate","Natural","Forest","Evergreen",2.8,700,"IRGA","Exclusion","Mature",514,89,425,"None",NA,NA,NA,NA,NA,"Forest",0,0,1.48666666666667,435.75,-3.81294603998613,-557.791340309468
281,2004.5,1.5,45.37,127.53,"Maoershan ERS-Larch",3653,300,"Temperate","Natural","Forest","Deciduous",2.8,700,"IRGA","Exclusion","Mature",403,196,207,"None",NA,NA,NA,NA,NA,"Forest",0,0,1.48666666666667,435.75,-3.81294603998613,-557.791340309468
286,2001,1,74.47,-20.57,"Zackenberg",2263,NA,"Arctic","Natural","Shrubland","Deciduous",-10,150,"IRGA","","Mature",25,NA,NA,"None",NA,NA,NA,NA,NA,"Shrubland",0,0,0.587,128,-4.7126127066528,-865.541340309468
287,2000,1,34.98,-97.52,"Kessler's Farm Field Laboratory",4174,NA,"Temperate","Natural","Grassland","Deciduous",16.3,914,"IRGA","Exclusion","Mature",787,NA,NA,"None",NA,NA,NA,NA,NA,"Grassland",0,0,12.1722222222222,828.333333333333,6.87260951556942,-165.208006976135
291,2001,1,34.98,-97.52,"Kessler's Farm Field Laboratory",4174,NA,"Temperate","Natural","Grassland","Deciduous",16.3,914,"IRGA","Exclusion","Mature",700,NA,NA,"None",NA,NA,NA,NA,NA,"Grassland",0,0,5.4775,1166.5,0.177887293347202,172.958659690532
295,2002,1,34.98,-97.52,"Kessler's Farm Field Laboratory",4174,NA,"Temperate","Natural","Grassland","Deciduous",16.3,914,"IRGA","Exclusion","Mature",800,530,270,"None",NA,NA,NA,NA,NA,"Grassland",0,0,5.984,1166.5,0.684387293347202,172.958659690532
299,2003,1,34.98,-97.52,"Kessler's Farm Field Laboratory",4174,NA,"Temperate","Natural","Grassland","Deciduous",16.3,914,"IRGA","Exclusion","Mature",825,595,230,"None",NA,NA,NA,NA,NA,"Grassland",0,0,5.72833333333333,1166.5,0.428720626680535,172.958659690532
303,2004,1,34.98,-97.52,"Kessler's Farm Field Laboratory",4174,NA,"Temperate","Natural","Grassland","Deciduous",16.3,914,"IRGA","Exclusion","Mature",850,500,350,"None",NA,NA,NA,NA,NA,"Grassland",0,0,5.08083333333333,896.363636363636,-0.218779373319465,-97.1777039458319
307,2005,1,34.98,-97.52,"Kessler's Farm Field Laboratory",4174,NA,"Temperate","Natural","Grassland","Deciduous",16.3,914,"IRGA","Exclusion","Mature",875,570,305,"None",NA,NA,NA,NA,NA,"Grassland",0,0,5.77416666666667,1245.83333333333,0.474553960013869,252.291993023865
329,2003,1,64.7,-148.32,"Bonanza Creek LTER-PP",3669,120,"Boreal","Natural","Forest","Evergreen",-3.5,375,"IRGA","","Mature",431,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,1.562,180.583333333333,-3.7376127066528,-812.958006976135
330,2003,1,64.7,-148.32,"Bonanza Creek LTER-TE",3669,120,"Boreal","Natural","Forest","Evergreen",-3.5,375,"IRGA","","Mature",378,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,1.562,180.583333333333,-3.7376127066528,-812.958006976135
331,2003,1,64.7,-148.32,"Bonanza Creek LTER-TW",3669,120,"Boreal","Natural","Forest","Evergreen",-3.5,375,"IRGA","","Mature",407,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,1.562,180.583333333333,-3.7376127066528,-812.958006976135
332,2001,1,44.25,-122.17,"H.J. Andrews-DIRT",3148,531,"Temperate","Natural","Forest","Evergreen",8.7,2370,"IRGA","Exclusion","Mature",831,640,191,"None",0.82,28.6,NA,NA,NA,"Forest",0,0,12.3055555555556,1558.08333333333,7.00594284890276,564.541993023865
333,2002,1,44.25,-122.17,"H.J. Andrews-DIRT",3148,531,"Temperate","Natural","Forest","Evergreen",8.7,2370,"IRGA","Exclusion","Mature",727,560,167,"None",0.82,28.6,NA,NA,NA,"Forest",0,0,12.5375,1558.08333333333,7.2378872933472,564.541993023865
334,2003,1,44.25,-122.17,"H.J. Andrews-DIRT",3148,531,"Temperate","Natural","Forest","Evergreen",8.7,2370,"IRGA","Exclusion","Mature",841,648,193,"None",0.82,28.6,NA,NA,NA,"Forest",0,0,11.4044444444444,1558.08333333333,6.10483173779165,564.541993023865
362,2001.5,1,45.1,-123.9,"Coast Range-initiation",2546,NA,"Temperate","Natural","Forest","Evergreen",5.5,2800,"IRGA","","Aggrading",1205,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,4.11166666666667,1717,-1.18794603998613,723.458659690532
363,2001.5,1,45.1,-123.9,"Coast Range-young",2546,NA,"Temperate","Natural","Forest","Evergreen",5.5,2800,"IRGA","","Aggrading",1086,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,4.11166666666667,1717,-1.18794603998613,723.458659690532
364,2001.5,1,45.1,-123.9,"Coast Range-mature",2546,NA,"Temperate","Natural","Forest","Evergreen",5.5,2800,"IRGA","","Mature",1081,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,4.11166666666667,1717,-1.18794603998613,723.458659690532
365,2001.5,1,45.1,-123.9,"Coast Range-old",2546,NA,"Temperate","Natural","Forest","Evergreen",5.5,2800,"IRGA","","Mature",1557,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,4.11166666666667,1717,-1.18794603998613,723.458659690532
366,2001.5,1,44.2,-122.2,"West Cascades-initiation",2546,NA,"Temperate","Natural","Forest","Evergreen",11.1,2100,"IRGA","","Aggrading",2007,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,12.3055555555556,1558.08333333333,7.00594284890276,564.541993023865
367,2001.5,1,44.2,-122.2,"West Cascades-young",2546,NA,"Temperate","Natural","Forest","Evergreen",11.1,2100,"IRGA","","Aggrading",1478,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,12.3055555555556,1558.08333333333,7.00594284890276,564.541993023865
368,2001.5,1,44.2,-122.2,"West Cascades-mature",2546,NA,"Temperate","Natural","Forest","Evergreen",11.1,2100,"IRGA","","Mature",2067,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,12.3055555555556,1558.08333333333,7.00594284890276,564.541993023865
369,2001.5,1,44.2,-122.2,"West Cascades-old",2546,NA,"Temperate","Natural","Forest","Evergreen",11.1,2100,"IRGA","","Mature",1669,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,12.3055555555556,1558.08333333333,7.00594284890276,564.541993023865
370,2001.5,1,44.4,-121.7,"East Cascades-initiation",2546,NA,"Temperate","Natural","Forest","Evergreen",8,520,"IRGA","","Aggrading",482,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,9.97,1558.08333333333,4.6703872933472,564.541993023865
371,2001.5,1,44.4,-121.7,"East Cascades-young",2546,NA,"Temperate","Natural","Forest","Evergreen",8,520,"IRGA","","Aggrading",593,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,9.97,1558.08333333333,4.6703872933472,564.541993023865
372,2001.5,1,44.4,-121.7,"East Cascades-mature",2546,NA,"Temperate","Natural","Forest","Evergreen",8,520,"IRGA","","Mature",872,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,9.97,1558.08333333333,4.6703872933472,564.541993023865
373,2001.5,1,44.4,-121.7,"East Cascades-old",2546,NA,"Temperate","Natural","Forest","Evergreen",8,520,"IRGA","","Mature",717,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,9.97,1558.08333333333,4.6703872933472,564.541993023865
375,1991,1,62.77,30.97,"Ilomantsi-I2",1116,NA,"Boreal","Natural","Wetland","",3,650,"IRGA","","Mature",52,NA,NA,"None",NA,NA,NA,NA,NA,"Wetland",0,0,1.05083333333333,566.916666666667,-4.24877937331946,-426.624673642802
376,1991,1,62.77,30.97,"Ilomantsi-I3",1116,NA,"Boreal","Natural","Wetland","",3,650,"IRGA","","Mature",111,NA,NA,"None",NA,NA,NA,NA,NA,"Wetland",0,0,1.05083333333333,566.916666666667,-4.24877937331946,-426.624673642802
377,1991,1,61.78,24.3,"Lakkasuo-L4",1116,NA,"Boreal","Natural","Wetland","",3,700,"IRGA","","Mature",178,NA,NA,"None",NA,NA,NA,NA,NA,"Wetland",0,0,2.39636363636364,566.916666666667,-2.90324907028916,-426.624673642802
379,1991,1,62.77,30.97,"Ilomantsi-I6",1116,NA,"Boreal","Natural","Wetland","",3,650,"IRGA","","Mature",101,NA,NA,"None",NA,NA,NA,NA,NA,"Wetland",0,0,1.05083333333333,566.916666666667,-4.24877937331946,-426.624673642802
381,1991,1,61.78,24.3,"Lakkasuo-L8",1116,NA,"Boreal","Natural","Wetland","",3,700,"IRGA","","Mature",152,NA,NA,"None",NA,NA,NA,NA,NA,"Wetland",0,0,2.39636363636364,566.916666666667,-2.90324907028916,-426.624673642802
383,1991,1,61.78,24.3,"Lakkasuo-L10",1116,NA,"Boreal","Natural","Wetland","",3,700,"IRGA","","Mature",292,NA,NA,"None",NA,NA,NA,NA,NA,"Wetland",0,0,2.39636363636364,566.916666666667,-2.90324907028916,-426.624673642802
385,1991,1,61.78,24.3,"Lakkasuo-L12",1116,NA,"Boreal","Natural","Wetland","",3,700,"IRGA","","Mature",343,NA,NA,"None",NA,NA,NA,NA,NA,"Wetland",0,0,2.39636363636364,566.916666666667,-2.90324907028916,-426.624673642802
387,1991,1,62.77,30.97,"Ilomantsi-I14",1116,NA,"Boreal","Natural","Wetland","",3,650,"IRGA","","Mature",285,NA,NA,"None",NA,NA,NA,NA,NA,"Wetland",0,0,1.05083333333333,566.916666666667,-4.24877937331946,-426.624673642802
391,1991,1,62.77,30.97,"Ilomantsi-I18",1116,NA,"Boreal","Natural","Wetland","",3,650,"IRGA","","Mature",131,NA,NA,"None",NA,NA,NA,NA,NA,"Wetland",0,0,1.05083333333333,566.916666666667,-4.24877937331946,-426.624673642802
392,1991,1,61.78,24.3,"Lakkasuo-L19",1116,NA,"Boreal","Natural","Wetland","",3,700,"IRGA","","Mature",190,NA,NA,"None",NA,NA,NA,NA,NA,"Wetland",0,0,2.39636363636364,566.916666666667,-2.90324907028916,-426.624673642802
393,1991,1,61.78,24.3,"Lakkasuo-L20",1116,NA,"Boreal","Unmanaged","Wetland","",3,700,"IRGA","","Aggrading",326,NA,NA,"None",NA,NA,NA,NA,NA,"Wetland",0,0,2.39636363636364,566.916666666667,-2.90324907028916,-426.624673642802
394,1991,1,61.78,24.3,"Lakkasuo-L21",1116,NA,"Boreal","Natural","Wetland","",3,700,"IRGA","","Mature",252,NA,NA,"None",NA,NA,NA,NA,NA,"Wetland",0,0,2.39636363636364,566.916666666667,-2.90324907028916,-426.624673642802
396,1991,1,62.77,30.97,"Ilomantsi-I23",1116,NA,"Boreal","Natural","Wetland","",3,650,"IRGA","","Mature",551,NA,NA,"None",NA,NA,NA,NA,NA,"Wetland",0,0,1.05083333333333,566.916666666667,-4.24877937331946,-426.624673642802
399,1991,1,62.77,30.97,"Ilomantsi-I26",1116,NA,"Boreal","Natural","Wetland","",3,650,"IRGA","","Mature",154,NA,NA,"None",NA,NA,NA,NA,NA,"Wetland",0,0,1.05083333333333,566.916666666667,-4.24877937331946,-426.624673642802
400,1992,1,62.77,30.97,"Ilomantsi-I1",1116,NA,"Boreal","Natural","Wetland","",3,650,"IRGA","","Mature",136,NA,NA,"None",NA,NA,NA,NA,NA,"Wetland",0,0,1.56727272727273,667.75,-3.73233997938007,-325.791340309468
401,1992,1,62.77,30.97,"Ilomantsi-I2",1116,NA,"Boreal","Natural","Wetland","",3,650,"IRGA","","Mature",144,NA,NA,"None",NA,NA,NA,NA,NA,"Wetland",0,0,1.56727272727273,667.75,-3.73233997938007,-325.791340309468
402,1992,1,62.77,30.97,"Ilomantsi-I3",1116,NA,"Boreal","Natural","Wetland","",3,650,"IRGA","","Mature",143,NA,NA,"None",NA,NA,NA,NA,NA,"Wetland",0,0,1.56727272727273,667.75,-3.73233997938007,-325.791340309468
403,1992,1,61.78,24.3,"Lakkasuo-L4",1116,NA,"Boreal","Natural","Wetland","",3,700,"IRGA","","Mature",227,NA,NA,"None",NA,NA,NA,NA,NA,"Wetland",0,0,1.93181818181818,667.75,-3.36779452483462,-325.791340309468
405,1992,1,62.77,30.97,"Ilomantsi-I6",1116,NA,"Boreal","Natural","Wetland","",3,650,"IRGA","","Mature",170,NA,NA,"None",NA,NA,NA,NA,NA,"Wetland",0,0,1.56727272727273,667.75,-3.73233997938007,-325.791340309468
407,1992,1,61.78,24.3,"Lakkasuo-L8",1116,NA,"Boreal","Natural","Wetland","",3,700,"IRGA","","Mature",176,NA,NA,"None",NA,NA,NA,NA,NA,"Wetland",0,0,1.93181818181818,667.75,-3.36779452483462,-325.791340309468
409,1992,1,61.78,24.3,"Lakkasuo-L10",1116,NA,"Boreal","Natural","Wetland","",3,700,"IRGA","","Mature",354,NA,NA,"None",NA,NA,NA,NA,NA,"Wetland",0,0,1.93181818181818,667.75,-3.36779452483462,-325.791340309468
411,1992,1,61.78,24.3,"Lakkasuo-L12",1116,NA,"Boreal","Natural","Wetland","",3,700,"IRGA","","Mature",374,NA,NA,"None",NA,NA,NA,NA,NA,"Wetland",0,0,1.93181818181818,667.75,-3.36779452483462,-325.791340309468
413,1992,1,62.77,30.97,"Ilomantsi-I14",1116,NA,"Boreal","Natural","Wetland","",3,650,"IRGA","","Mature",292,NA,NA,"None",NA,NA,NA,NA,NA,"Wetland",0,0,1.56727272727273,667.75,-3.73233997938007,-325.791340309468
417,1992,1,62.77,30.97,"Ilomantsi-I18",1116,NA,"Boreal","Natural","Wetland","",3,650,"IRGA","","Mature",225,NA,NA,"None",NA,NA,NA,NA,NA,"Wetland",0,0,1.56727272727273,667.75,-3.73233997938007,-325.791340309468
418,1992,1,61.78,24.3,"Lakkasuo-L19",1116,NA,"Boreal","Natural","Wetland","",3,700,"IRGA","","Mature",186,NA,NA,"None",NA,NA,NA,NA,NA,"Wetland",0,0,1.93181818181818,667.75,-3.36779452483462,-325.791340309468
419,1992,1,61.78,24.3,"Lakkasuo-L20",1116,NA,"Boreal","Unmanaged","Wetland","",3,700,"IRGA","","Aggrading",385,NA,NA,"None",NA,NA,NA,NA,NA,"Wetland",0,0,1.93181818181818,667.75,-3.36779452483462,-325.791340309468
420,1992,1,61.78,24.3,"Lakkasuo-L21",1116,NA,"Boreal","Natural","Wetland","",3,700,"IRGA","","Mature",287,NA,NA,"None",NA,NA,NA,NA,NA,"Wetland",0,0,1.93181818181818,667.75,-3.36779452483462,-325.791340309468
422,1992,1,62.23,29.83,"Rasivaara-R23",1116,NA,"Boreal","Natural","Wetland","",2.4,595,"IRGA","","Mature",618,NA,NA,"None",NA,NA,NA,NA,NA,"Wetland",0,0,11.09,532.916666666667,5.7903872933472,-460.624673642802
423,1992,1,61.78,24.3,"Lakkasuo-L24",1116,NA,"Boreal","Natural","Wetland","",3,700,"IRGA","","Mature",178,NA,NA,"None",NA,NA,NA,NA,NA,"Wetland",0,0,1.93181818181818,667.75,-3.36779452483462,-325.791340309468
425,1992,1,62.77,30.97,"Ilomantsi-I26",1116,NA,"Boreal","Natural","Wetland","",3,650,"IRGA","","Mature",183,NA,NA,"None",NA,NA,NA,NA,NA,"Wetland",0,0,1.56727272727273,667.75,-3.73233997938007,-325.791340309468
426,2004.5,1.3,78,19,"Endalen",3811,NA,"Arctic","Natural","Shrubland","Deciduous",-5.7,180,"IRGA","","Mature",152,NA,NA,"None",0.9,NA,NA,NA,NA,"Shrubland",0,0,8.15181818181818,290.5,2.85220547516538,-703.041340309468
427,2004.5,1.3,78,19,"Endalen",3811,NA,"Arctic","Natural","Shrubland","Deciduous",-5.7,180,"IRGA","","Mature",103,NA,NA,"None",0.7,NA,NA,NA,NA,"Shrubland",0,0,8.15181818181818,290.5,2.85220547516538,-703.041340309468
428,2004.5,1.3,78,19,"Endalen",3811,NA,"Arctic","Natural","Shrubland","Deciduous",-5.7,180,"IRGA","","Mature",176,NA,NA,"None",0.9,NA,NA,NA,NA,"Shrubland",0,0,8.15181818181818,290.5,2.85220547516538,-703.041340309468
429,2004.5,1,63.05,29.08,"Koli NP-30",3315,160,"Boreal","Natural","Forest","Evergreen",2.1,601,"IRGA","","Aggrading",1040,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,1.59363636363636,816.25,-3.70597634301643,-177.291340309468
434,1996,1,60.08,17.48,"NOPEX",1656,45,"Boreal","Natural","Forest","Evergreen",5.5,527,"IRGA","","Mature",1036,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,2.73272727272727,391,-2.56688543392553,-602.541340309468
